run_date,event_date,company,drug,event_type,title,source,link,nct_id,status
2026-05-21,2026-05-19,Eli Lilly,Lepodisiran,trial,A Study to Investigate the Effect of Lepodisiran on the Reduction of Major Adverse Cardiovascular Events in Adults With Elevated Lipoprotein(a) - ACCLAIM-Lp(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06292013,NCT06292013,ACTIVE_NOT_RECRUITING
2026-05-21,2026-05-14,Beijing Northland Biotech,NL005,trial,Recombinant Human Thymosin Beta 4 for Injection(NL005) for Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07586865,NCT07586865,NOT_YET_RECRUITING
2026-05-21,2026-05-19,Eli Lilly,Muvalaplin,trial,Assessing the Impact of Muvalaplin on Major Cardiovascular Events in Adults With Elevated Lipoprotein(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07157774,NCT07157774,RECRUITING
2026-06-01,2026-05-29,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-06-01,2026-05-25,Eli Lilly,Lepodisiran,press,"A single dose of Lilly's PCSK9 base editor, VERVE-102, reduced PCSK9 by up to 88% and LDL-C by up to 62%, with durable effects supporting its potential as a one-time treatment for hypercholesterolemia",investor.lilly.com,https://investor.lilly.com/news-releases/news-release-details/single-dose-lillys-pcsk9-base-editor-verve-102-reduced-pcsk9-88,,
2026-06-01,2026-05-22,Idorsia / Viatris,Selatogrel,trial,Selatogrel Outcome Study in Suspected Acute Myocardial Infarction,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04957719,NCT04957719,ENROLLING_BY_INVITATION
2026-06-01,2026-03-03,Verseon,VE-1902,trial,CArdiac Brief INtervention: A Feasibility Study to Promote Engagement With Cardiac Rehabilitation,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05848674,NCT05848674,COMPLETED
2026-06-01,2026-05-22,Eli Lilly,Orforglipron,trial,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07241390,NCT07241390,RECRUITING
2026-06-01,2026-05-25,Eli Lilly,Orforglipron,press,"A single dose of Lilly's PCSK9 base editor, VERVE-102, reduced PCSK9 by up to 88% and LDL-C by up to 62%, with durable effects supporting its potential as a one-time treatment for hypercholesterolemia",investor.lilly.com,https://investor.lilly.com/news-releases/news-release-details/single-dose-lillys-pcsk9-base-editor-verve-102-reduced-pcsk9-88,,
2026-06-01,2026-05-22,Eli Lilly,Orforglipron,press,"Foundayo (orforglipron), a once-daily pill taken without food or water restrictions, was associated with reduced body weight of up to 13% in adults 65 and older with obesity or overweight, in new analysis of ATTAIN-1/2",investor.lilly.com,https://investor.lilly.com/news-releases/news-release-details/foundayo-orforglipron-once-daily-pill-taken-without-food-or,,
2026-06-01,2026-05-25,Eli Lilly,Muvalaplin,press,"A single dose of Lilly's PCSK9 base editor, VERVE-102, reduced PCSK9 by up to 88% and LDL-C by up to 62%, with durable effects supporting its potential as a one-time treatment for hypercholesterolemia",investor.lilly.com,https://investor.lilly.com/news-releases/news-release-details/single-dose-lillys-pcsk9-base-editor-verve-102-reduced-pcsk9-88,,
2026-06-05,2026-06-04,Novartis,Pelacarsen,trial,Lp(a) Lowering Study of Pelacarsen (TQJ230) in Patients in the US With Elevated Lp(a) and Recent ACS (STEMI/NSTEMI) - Lp(a)FRONTIERS PEARL,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07625306,NCT07625306,NOT_YET_RECRUITING
2026-06-05,2026-06-04,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-06-05,2026-06-05,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian in Participants After a Recent Acute Coronary Syndrome,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05754957,NCT05754957,COMPLETED
2026-06-05,2026-06-05,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian in Participants After an Acute Ischemic Stroke or High-Risk Transient Ischemic Attack- LIBREXIA-STROKE,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05702034,NCT05702034,ACTIVE_NOT_RECRUITING
2026-06-05,2026-06-05,Bristol Myers Squibb / Janssen,Milvexian,trial,A Study of Milvexian Versus Apixaban in Participants With Atrial Fibrillation,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT05757869,NCT05757869,ACTIVE_NOT_RECRUITING
2026-06-05,2026-06-04,Eli Lilly,Orforglipron,trial,A Study of Orforglipron (LY3502970) on Cardiovascular Outcomes in Adults With Atherosclerotic Cardiovascular Disease and/or Chronic Kidney Disease (ATTAIN-Outcomes),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07241390,NCT07241390,RECRUITING
2026-06-05,2026-06-03,Eli Lilly,Muvalaplin,trial,Assessing the Impact of Muvalaplin on Major Cardiovascular Events in Adults With Elevated Lipoprotein(a),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07157774,NCT07157774,RECRUITING
2026-06-05,,Cyclarity,UDP-003,press,Cyclarity Unveils First-Ever Clinical Data Demonstrating Excretion of Oxidized Cholesterol,cyclaritytx.com,https://cyclaritytx.com/cyclarity-unveils-first-ever-clinical-data-demonstrating-excretion-of-oxidized-cholesterol/,,
2026-06-05,,Cyclarity,UDP-003,press,Cyclarity Therapeutics Secures Approval for First-in-Human Clinical Trial,cyclaritytx.com,https://cyclaritytx.com/cyclarity-secures-approval-for-first-in-human-clinical-trial/,,
2026-06-05,,Cyclarity,UDP-003,press,Cyclarity Therapeutics Announces Clinical Advisory Board,cyclaritytx.com,https://cyclaritytx.com/cyclarity-therapeutics-announces-clinical-advisory-board/,,
2026-06-11,2026-06-10,Novartis,Pelacarsen,trial,An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07517263,NCT07517263,RECRUITING
2026-06-13,2026-05-29,Idorsia / Viatris,Selatogrel,trial,A Trial to Compare What the Body Does to Selatogrel and the Effect of Selatogrel in Chinese Adults With Chronic Coronary Syndrome,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07615868,NCT07615868,NOT_YET_RECRUITING
2026-06-13,2026-06-05,CureGene,Evategrel,trial,The Pharmacokinetics and Pharmacodynamics Study of CG-0255 Besylate and Plavix® in Healthy Participants,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07619885,NCT07619885,RECRUITING
2026-06-13,,Vcare PharmaTech / Everest Medicines,Sumecigrel,press,Everest Medicines Enters into Exclusive Asia-Pacific Licensing Agreement with Vcare PharmaTech for Sumecigrel,www.prnewswire.com,https://www.prnewswire.com/apac/news-releases/everest-medicines-enters-into-exclusive-asia-pacific-licensing-agreement-with-vcare-pharmatech-for-sumecigrel-302794558.html,,
2026-06-13,2026-06-11,Vcare PharmaTech / Everest Medicines,Sumecigrel,news,"Everest Medicines Secures Exclusive License for Sumecigrel in Asia-Pacific, Expanding Its Cardiovascular Product Portfolio - ANTARA News",ANTARA News,https://news.google.com/rss/articles/CBMi9gFBVV95cUxQTTVYb3lIcmVrTVNfNFM3MlFaX2J0U3ZrYW9Qb25sYkFuNlAtWjA0QWwyVDZwQXRhU3o1VThIR240bU1vUnhkMWp0Q0VDN0xoZVZRR3NSVml1RnFOckdTTzkwWEhzbVNfejFuWjZxSXpjWjZmUXRzYUJFcDllU1pBbXJhSExzRWwzYXpQeDhGQVRIMkxHLXBMWlZGRDFBOEFKcE5iX19YXzRpOVhoakpDR0tybm5DdTlrTEpmbXJzc3NfWEJGczAxZmJWS3hsWV9iM2dsbTNnNksyVGFHZkxrRVNIc1RYcEp0UkdNNTAzTVBMelFtOXfSAfYBQVVfeXFMUE01WG95SHJla01TXzRTNzJRWl9idFN2a2FvUG9ubGJBbjZQLVowNEFsMlQ2cEF0YVN6NVU4SEduNG1Nb1J4ZDFqdENFQzdMaGVWUUdzUlZpdUZxTnJHU085MFhIc21TX3oxblo2cUl6Y1o2ZlF0c2FCRXA5ZVNaQW1yYUhMc0VsM2F6UHg4RkFUSDJMRy1wTFpWRkQxQThBSnBOYl9fWF80aTlYaGpKQ0dLcm5uQ3U5a0xKZm1yc3NzX1hCRnMwMWZiVkt4bFlfYjNnbG0zZzZLMlRhR2ZMa0VTSHNUWHBKdFJHTTUwM01QTHpRbTl3?oc=5,,
2026-06-13,2026-06-09,Vcare PharmaTech / Everest Medicines,Sumecigrel,news,Everest Medicines expands cardiovascular product portfolio with license agreement for Sumecigrel in Asia-Pacific - BioSpectrum Asia,BioSpectrum Asia,https://news.google.com/rss/articles/CBMi9gFBVV95cUxQclBXMkxSM3M5MmN5LXh3RmQ1ZWtEQUw3azBKSmhWQ3RTUUxZa20yT0x4ODU1MGxpakFWVm40SHdQOEJnUU1FN2hZSnVNbUdCMUpTNlQzNGJBWmw1T3BpcmU0TTFiQjRRS3d2eFNpczZ1UjNyckM4Vm5VQ2wxbUY2Y3pfYkh5NDVjWHZnZU1OVGU3WjB3MlMxUjVVM19BNnMxMEdUR3R4NWp2ZkxNQnA4Q01UR3pWaWZJTFZRekltZHF1dlR4aEU1WGs5SklnVURQUmFfZFl6QllHZWE1UWtCRV8tNlhuUjUtWHJvYXJ2RDhXYThwdlE?oc=5,,
2026-06-13,2026-06-09,Vcare PharmaTech / Everest Medicines,Sumecigrel,news,Everest Medicines Enters into Exclusive Asia-Pacific Licensing Agreement with Vcare PharmaTech for Sumecigrel - IT비즈뉴스,IT비즈뉴스,https://news.google.com/rss/articles/CBMibEFVX3lxTE5Xa0E2RzVqYlBGenUyQ2FxcnVreWxsWXMtWlRhYnZwZldfN05zT0QtLXNQcTUteFdFTFViN21qSHhVaTlrMzVMYlNpYWlQMHNRWm94RzZCTWNYeXNhcHRDdnkyRXQ5cmJRVW5NcA?oc=5,,
2026-06-13,2026-04-09,NewAmsterdam Pharma,Obicetrapib,trial,A CCTA Imaging Trial to Evaluate the Effect of Obicetrapib/Ezetimibe on Coronary Plaque,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06305559,NCT06305559,ACTIVE_NOT_RECRUITING
2026-06-13,2026-05-27,RiboCure Pharmaceuticals,RBD4059,trial,"A Study to Evaluate Safety, Pharmacokinetics and Pharmacodynamics of RBD4059 in Participants With Stable Coronary Artery Disease",clinicaltrials.gov,https://clinicaltrials.gov/study/NCT06717074,NCT06717074,COMPLETED
2026-06-13,2026-01-16,Cuorips,ReHeart,trial,Endocardial Delivery for Myocardial Regeneration Using Allogeneic iPSC-derived Cardiomyocyte Spheroids for HF With Systolic Dysfunction (EMERALD Study),clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07347197,NCT07347197,NOT_YET_RECRUITING
2026-06-13,2026-05-11,Abcentra,Orticumab,trial,A Proof-of-Activity Study With Orticumab in Subjects With Psoriasis and Cardiometabolic Risk Factors,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT04776629,NCT04776629,COMPLETED
2026-06-19,2026-06-18,Amgen,Olpasiran,trial,OCEAN(a)-PreEvent - Olpasiran Trials of Cardiovascular Events And LipoproteiN(a) Reduction to Prevent First Major Cardiovascular Events,clinicaltrials.gov,https://clinicaltrials.gov/study/NCT07136012,NCT07136012,RECRUITING
2026-06-22,2026-06-22,CureGene,Evategrel,news,First participant receives Evategrel in CureGene’s trial - Clinical Trials Arena,Clinical Trials Arena,https://news.google.com/rss/articles/CBMimgFBVV95cUxNaHFBSkpLUzNYRmtBamNrSkRNanBmMElSdGJFQVZ5V0t6eWZ4OTBtcDV0WGpnSktqS0tiVEtaXzZXcGp3S3FfYVhDcU9GSUl4VnZLdWRiM3pGQ2hpY3ZjNGlTdUJqTVE4eVN4SXhiT2NOdGlDQVBwSWhyNmZXdW16RjFtRm1VN01zSzdBVHB1STJsM2ppM1Zwa2Vn?oc=5,,
